ANO;NESCOLNOME;EBAIRRNOME;EESCOLRUAE;AESCOLNUME;CESCOLRPAE;MODENS;COMPENS;ANOENSINO;ESERMODESC;NMODENNOME;TURMA;NTURESNOME;MAT;CALUNOSEXO;DALUNONASC;IDADE;SITU;ESITALDESC
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23258250;M;25/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23290862;F;26/03/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23693193;F;10/12/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23685646;M;18/04/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23710977;M;31/07/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23695641;M;31/01/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23250089;M;12/03/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23290161;F;20/07/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;20009259;M;05/07/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;21041989;F;02/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;21022534;F;03/07/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23699701;F;09/09/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23749520;F;15/05/2020;3;TR;TR DUR ANO FORA REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23698624;M;29/01/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23698543;F;30/09/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23321695;M;26/12/2019;3;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23699728;F;07/06/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23715545;F;11/06/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23727390;M;24/06/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23255013;M;02/07/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23274743;M;24/09/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23698306;M;07/10/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23698250;M;09/11/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;20084250;M;10/08/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23319020;F;23/09/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23695552;M;27/09/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;22014110;M;23/04/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23704977;M;12/09/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23699396;F;16/05/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23748915;M;22/07/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23629576;F;17/05/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23748982;M;05/09/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23700203;M;11/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23305924;F;03/10/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23692677;F;02/09/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;21711690;F;03/07/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23727616;M;26/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23704942;M;05/08/2020;3;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23698241;F;18/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23254890;M;30/11/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23283360;F;08/03/2020;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;C;INTEGRAL;23276860;M;18/12/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;22018476;M;18/01/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;22682910;F;29/08/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23704608;M;23/07/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23721960;F;31/07/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23699906;M;28/07/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23305487;F;27/07/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23243058;M;22/09/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23280409;M;18/12/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23720905;M;01/12/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23720441;M;22/08/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23720450;M;04/05/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23727390;M;24/06/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23694971;F;03/12/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23695145;F;02/06/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23685808;M;12/03/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23718110;M;11/09/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23312203;M;20/09/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23271809;M;11/06/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23685387;M;28/06/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23698950;M;20/04/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23699850;M;26/05/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;20703643;M;14/02/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23149426;F;12/10/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23698268;M;04/01/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;22721185;F;26/06/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23294655;F;06/12/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;20009763;F;30/10/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;19994699;M;15/02/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;19010800;M;12/05/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23679727;M;27/04/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23693380;M;26/12/2017;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23256877;F;16/08/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23725001;M;19/04/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23322209;F;08/07/2017;6;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;23718900;F;18/04/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;A;MANHÃ;20027311;M;17/12/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;22111816;M;10/06/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;22190775;F;31/03/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;22685596;F;23/02/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23303140;M;19/06/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23693100;F;05/10/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23302038;F;15/11/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23695277;F;07/09/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23327049;M;27/04/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23718234;F;08/11/2017;6;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23712694;F;27/04/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23728620;M;11/03/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23303514;M;30/10/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23693088;M;29/11/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23693290;M;08/01/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23682922;M;29/11/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRECHE VOVO ROSA;JARDIM SAO PAULO;;480;5;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23693037;M;25/03/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL CRISTO SALVA;MANGABEIRA;;370;3;0;5;GRUPO V;GRUPO V;EDUCACAO INFANTIL;B;TARDE;23263679;M;09/08/2017;6;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;1;GRUPO I;GRUPO I;EDUCACAO INFANTIL;A;INTEGRAL;23279800;F;29/10/2021;2;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;1;GRUPO I;GRUPO I;EDUCACAO INFANTIL;A;INTEGRAL;23256788;M;07/06/2021;2;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;2;GRUPO II;GRUPO II;EDUCACAO INFANTIL;A;INTEGRAL;23304219;F;16/01/2021;2;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;2;GRUPO II;GRUPO II;EDUCACAO INFANTIL;A;INTEGRAL;23267810;M;15/11/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;2;GRUPO II;GRUPO II;EDUCACAO INFANTIL;A;INTEGRAL;23307900;F;24/11/2020;3;FA;FALECIDO
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;2;GRUPO II;GRUPO II;EDUCACAO INFANTIL;B;INTEGRAL;23306904;M;24/01/2021;2;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23298790;F;24/03/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23304235;F;21/11/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23278722;F;15/08/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;A;INTEGRAL;23255471;M;28/12/2019;3;MO;REMANEJADO
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23680539;M;31/10/2019;4;MO;REMANEJADO
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;21012229;F;11/02/2020;3;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23323477;F;22/07/2019;4;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;3;GRUPO III;GRUPO III;EDUCACAO INFANTIL;B;INTEGRAL;23255668;F;16/09/2019;4;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23680466;F;15/07/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;A;MANHÃ;23693630;M;12/08/2018;5;MO;REMANEJADO
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23309890;M;24/09/2018;5;TA;TR DUR ANO P/REDE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23298812;M;22/04/2018;5;D;DESIST/DEIXOU FREQUE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23674903;F;08/05/2018;5;TR;TR DUR ANO FORA REDE
2023;CENTRO EDUCACIONAL MAGNO DELAMADRI;LINHA DO TIRO;;361;2;0;4;GRUPO IV;GRUPO IV;EDUCACAO INFANTIL;B;TARDE;23674938;F;02/08/2018;5;MO;REMANEJADO
